"sep=	"
Shimmer_B64E_Timestamp_FormattedUnix_CAL	Shimmer_B64E_ECG_LA-RA_24BIT_CAL	Shimmer_B64E_ECG_LL-RA_24BIT_CAL	Shimmer_B64E_ECG_RESP_24BIT_CAL	Shimmer_B64E_ECG_Vx-RL_24BIT_CAL	
2015/06/25 15:39:24.557	-0.0692367636247592	-0.548845594983768	-1.47957521433535	-3.04605699134552	
2015/06/25 15:39:24.558	-0.0681549391931223	-0.553172892710315	-1.48318129577414	-3.09185422561815	
2015/06/25 15:39:24.559	-0.0652700740420907	-0.55497593342971	-1.4752479166088	-3.17551531499807	
2015/06/25 15:39:24.560	-0.0677943310492434	-0.553533500854194	-1.47560852475268	-3.22311558999009	
2015/06/25 15:39:24.560	-0.062385208891059	-0.549927419415405	-1.47560852475268	-3.23717930760137	
2015/06/25 15:39:24.561	-0.0634670333226959	-0.551369851990921	-1.47957521433535	-3.26134005324126	
2015/06/25 15:39:24.563	-0.0605821681716643	-0.5517304601348	-1.47885399804759	-3.26494613468005	
2015/06/25 15:39:24.564	-0.0634670333226959	-0.550288027559284	-1.47921460619147	-3.21842768411966	
2015/06/25 15:39:24.565	-0.0634670333226959	-0.547042554264373	-1.47308426774553	-3.10195125364676	
2015/06/25 15:39:24.566	-0.062745817034938	-0.550288027559284	-1.47885399804759	-3.08103598130178	
2015/06/25 15:39:24.567	-0.0584185193083905	-0.548845594983768	-1.4770509573282	-3.03379631445364	
2015/06/25 15:39:24.568	-0.0638276414665748	-0.548845594983768	-1.47957521433535	-2.91984414098789	
2015/06/25 15:39:24.569	-0.0663518984737275	-0.544878905401099	-1.47452670032104	-2.87801359629793	
2015/06/25 15:39:24.570	-0.0645488577543327	-0.548845594983768	-1.47452670032104	-2.87801359629793	
2015/06/25 15:39:24.571	-0.062745817034938	-0.545600121688857	-1.47452670032104	-2.87801359629793	
2015/06/25 15:39:24.572	-0.0616639926033011	-0.551009243847042	-1.47452670032104	-2.87801359629793	
2015/06/25 15:39:24.573	-0.0659912903298486	-0.5517304601348	-1.46875697001898	-2.79940102093232	
2015/06/25 15:39:24.574	-0.0555336541573589	-0.546681946120494	-1.46262663157304	-2.86286805425502	
2015/06/25 15:39:24.575	-0.0685155473370013	-0.550288027559284	-1.46587210486795	-2.96347772639724	
2015/06/25 15:39:24.576	-0.0659912903298486	-0.552091068278679	-1.47236305145777	-3.00278401408005	
2015/06/25 15:39:24.577	-0.0674337229053644	-0.549927419415405	-1.47236305145777	-3.00278401408005	
2015/06/25 15:39:24.578	-0.0645488577543327	-0.547403162408252	-1.47236305145777	-3.00278401408005	
2015/06/25 15:39:24.579	-0.0663518984737275	-0.550288027559284	-1.47236305145777	-3.00278401408005	
2015/06/25 15:39:24.580	-0.0699579799125171	-0.549566811271526	-1.47236305145777	-3.00278401408005	
2015/06/25 15:39:24.581	-0.0631064251788169	-0.54127282396231	-1.47236305145777	-3.00278401408005	
2015/06/25 15:39:24.582	-0.0681549391931223	-0.543797080969463	-1.47488730846492	-3.20724883165942	
2015/06/25 15:39:24.583	-0.0613033844594222	-0.546681946120494	-1.47236305145777	-3.23177018544319	
2015/06/25 15:39:24.584	-0.0695973717686381	-0.545600121688857	-1.47452670032104	-3.1921032896165	
2015/06/25 15:39:24.585	-0.0670731147614854	-0.547403162408252	-1.47416609217716	-3.11998166084071	
2015/06/25 15:39:24.586	-0.0681549391931223	-0.543436472825584	-1.47236305145777	-3.06408739853947	
2015/06/25 15:39:24.587	-0.0670731147614854	-0.544518297257221	-1.47236305145777	-3.06408739853947	
2015/06/25 15:39:24.588	-0.0681549391931223	-0.547763770552131	-1.47236305145777	-3.06408739853947	
2015/06/25 15:39:24.589	-0.0631064251788169	-0.549206203127647	-1.47236305145777	-3.06408739853947	
2015/06/25 15:39:24.590	-0.0670731147614854	-0.54812437869601	-1.47849338990371	-2.85745893209683	
2015/06/25 15:39:24.591	-0.0631064251788169	-0.549206203127647	-1.47669034918432	-2.84664068778046	
2015/06/25 15:39:24.592	-0.0616639926033011	-0.553533500854194	-1.4770509573282	-2.81490717111911	
2015/06/25 15:39:24.593	-0.0645488577543327	-0.548845594983768	-1.46623271301183	-2.81598899555075	
2015/06/25 15:39:24.594	-0.0677943310492434	-0.553533500854194	-1.46623271301183	-2.81598899555075	
2015/06/25 15:39:24.595	-0.0674337229053644	-0.542715256537826	-1.47560852475268	-2.84988616107537	
2015/06/25 15:39:24.596	-0.062745817034938	-0.540190999530673	-1.47092061888225	-2.94148062962063	
2015/06/25 15:39:24.597	-0.0591397355961484	-0.542715256537826	-1.46731453744346	-3.01576590725969	
2015/06/25 15:39:24.598	-0.0613033844594222	-0.547763770552131	-1.47092061888225	-3.07959354872627	
2015/06/25 15:39:24.599	-0.0638276414665748	-0.551369851990921	-1.47308426774553	-3.1715486254154	
2015/06/25 15:39:24.600	-0.0602215600277853	-0.544518297257221	-1.46803575373122	-3.19606997919917	
2015/06/25 15:39:24.601	-0.0638276414665748	-0.540551607674552	-1.46803575373122	-3.20183970950123	
2015/06/25 15:39:24.601	-0.0638276414665748	-0.544878905401099	-1.46262663157304	-3.2350156587381	
2015/06/25 15:39:24.602	-0.0609427763155432	-0.547403162408252	-1.47056001073837	-3.2400641727524	
2015/06/25 15:39:24.603	-0.062745817034938	-0.541633432106189	-1.47092061888225	-3.23032775286767	
2015/06/25 15:39:24.604	-0.0645488577543327	-0.548845594983768	-1.47056001073837	-3.14197875761733	
2015/06/25 15:39:24.605	-0.0681549391931223	-0.547042554264373	-1.4701994025945	-3.07238138584869	
2015/06/25 15:39:24.606	-0.0681549391931223	-0.543436472825584	-1.47128122702613	-3.07166016956093	
2015/06/25 15:39:24.607	-0.0638276414665748	-0.545239513544978	-1.47092061888225	-3.02153563756175	
2015/06/25 15:39:24.608	-0.0602215600277853	-0.543797080969463	-1.4701994025945	-2.91227136996643	
2015/06/25 15:39:24.609	-0.0677943310492434	-0.541994040250068	-1.4683963618751	-2.88125906959284	
2015/06/25 15:39:24.610	-0.0667125066176065	-0.545239513544978	-1.46479028043631	-2.86070440539174	
2015/06/25 15:39:24.611	-0.0591397355961484	-0.549566811271526	-1.46983879445062	-2.82572541543548	
2015/06/25 15:39:24.612	-0.0631064251788169	-0.541994040250068	-1.46983879445062	-2.82572541543548	
2015/06/25 15:39:24.613	-0.0663518984737275	-0.53766674252352	-1.46406906414855	-2.79254946619862	
2015/06/25 15:39:24.614	-0.0649094658982117	-0.543436472825584	-1.4615448071414	-2.82608602357936	
2015/06/25 15:39:24.615	-0.0634670333226959	-0.544518297257221	-1.45974176642201	-2.89424096277248	
2015/06/25 15:39:24.616	-0.0620246007471801	-0.551009243847042	-1.46370845600467	-2.97249292999422	
2015/06/25 15:39:24.617	-0.0645488577543327	-0.543797080969463	-1.45865994199037	-3.02153563756175	
2015/06/25 15:39:24.618	-0.0659912903298486	-0.549206203127647	-1.46515088858019	-3.10844220023658	
2015/06/25 15:39:24.619	-0.0602215600277853	-0.544518297257221	-1.46515088858019	-3.10844220023658	
2015/06/25 15:39:24.620	-0.062745817034938	-0.549206203127647	-1.46515088858019	-3.10844220023658	
2015/06/25 15:39:24.621	-0.0616639926033011	-0.544518297257221	-1.46515088858019	-3.10844220023658	
2015/06/25 15:39:24.622	-0.0641882496104538	-0.545239513544978	-1.46515088858019	-3.19859423620632	
2015/06/25 15:39:24.623	-0.0652700740420907	-0.540551607674552	-1.46803575373122	-3.21410038639312	
2015/06/25 15:39:24.624	-0.062385208891059	-0.542354648393947	-1.46803575373122	-3.21410038639312	
2015/06/25 15:39:24.625	-0.0605821681716643	-0.544878905401099	-1.46803575373122	-3.21410038639312	
2015/06/25 15:39:24.626	-0.0620246007471801	-0.540190999530673	-1.46803575373122	-3.21410038639312	
2015/06/25 15:39:24.627	-0.0616639926033011	-0.549927419415405	-1.46803575373122	-3.21410038639312	
2015/06/25 15:39:24.628	-0.0613033844594222	-0.544157689113342	-1.46803575373122	-3.21410038639312	
2015/06/25 15:39:24.629	-0.0641882496104538	-0.550288027559284	-1.46803575373122	-3.21410038639312	
2015/06/25 15:39:24.630	-0.0667125066176065	-0.539830391386794	-1.46695392929958	-2.81634960369463	
2015/06/25 15:39:24.631	-0.0613033844594222	-0.541633432106189	-1.46479028043631	-2.8203162932773	
2015/06/25 15:39:24.632	-0.0735640613513066	-0.544518297257221	-1.47272365960165	-2.79867980464456	
2015/06/25 15:39:24.633	-0.070679196200275	-0.549206203127647	-1.46479028043631	-2.77812514044346	
2015/06/25 15:39:24.634	-0.0710398043441539	-0.547763770552131	-1.46046298270976	-2.78750095218431	
2015/06/25 15:39:24.635	-0.062745817034938	-0.546681946120494	-1.46262663157304	-2.82139811770894	
2015/06/25 15:39:24.636	-0.0674337229053644	-0.543436472825584	-1.46262663157304	-2.93462907488693	
2015/06/25 15:39:24.637	-0.0692367636247592	-0.547763770552131	-1.45902055013425	-2.98006570101568	
2015/06/25 15:39:24.638	-0.0616639926033011	-0.546681946120494	-1.46046298270976	-3.00242340593617	
2015/06/25 15:39:24.639	-0.0652700740420907	-0.543075864681705	-1.46370845600467	-3.10699976766107	
2015/06/25 15:39:24.640	-0.0663518984737275	-0.541633432106189	-1.46479028043631	-3.17226984170316	
2015/06/25 15:39:24.641	-0.062385208891059	-0.552451676422557	-1.46659332115571	-3.18020322086849	
2015/06/25 15:39:24.642	-0.0645488577543327	-0.546681946120494	-1.46731453744346	-3.20616700722778	
2015/06/25 15:39:24.643	-0.0685155473370013	-0.541633432106189	-1.46262663157304	-3.21914890040742	
2015/06/25 15:39:24.643	-0.0598609518839064	-0.544157689113342	-1.4615448071414	-3.22960653657991	
2015/06/25 15:39:24.644	-0.0695973717686381	-0.543797080969463	-1.46515088858019	-3.18344869416341	
2015/06/25 15:39:24.645	-0.0631064251788169	-0.545960729832736	-1.46803575373122	-3.07166016956093	
2015/06/25 15:39:24.646	-0.0616639926033011	-0.543797080969463	-1.46731453744346	-3.04894185649656	
2015/06/25 15:39:24.647	-0.0681549391931223	-0.544878905401099	-1.46406906414855	-3.00783252809435	
2015/06/25 15:39:24.648	-0.0631064251788169	-0.547403162408252	-1.46298723971692	-2.95338069836863	
2015/06/25 15:39:24.649	-0.0652700740420907	-0.542715256537826	-1.46298723971692	-2.95338069836863	
2015/06/25 15:39:24.650	-0.0649094658982117	-0.549206203127647	-1.46298723971692	-2.95338069836863	
2015/06/25 15:39:24.651	-0.0649094658982117	-0.541633432106189	-1.46298723971692	-2.95338069836863	
2015/06/25 15:39:24.652	-0.0681549391931223	-0.541633432106189	-1.46479028043631	-2.81815264441403	
2015/06/25 15:39:24.653	-0.0620246007471801	-0.540551607674552	-1.46479028043631	-2.81815264441403	
2015/06/25 15:39:24.654	-0.0667125066176065	-0.541633432106189	-1.46479028043631	-2.81815264441403	
2015/06/25 15:39:24.655	-0.070679196200275	-0.536945526235762	-1.46731453744346	-2.895683395348	
2015/06/25 15:39:24.656	-0.0681549391931223	-0.555336541573589	-1.48137825505474	-2.94941400878596	
2015/06/25 15:39:24.677	-0.0710398043441539	-0.554615325285831	-1.48859041793232	-2.96023225310233	
2015/06/25 15:39:24.678	-0.0757277102145803	-0.554615325285831	-1.48786920164456	-3.05146611350371	
2015/06/25 15:39:24.679	-0.0728428450635487	-0.556418366005226	-1.48678737721293	-3.12935747258156	
2015/06/25 15:39:24.680	-0.078251967221733	-0.549566811271526	-1.48678737721293	-3.12935747258156	
2015/06/25 15:39:24.681	-0.0800550079411278	-0.5585820148685	-1.48678737721293	-3.12935747258156	
2015/06/25 15:39:24.682	-0.0735640613513066	-0.558221406724621	-1.48678737721293	-3.12935747258156	
2015/06/25 15:39:24.683	-0.0739246694951856	-0.554615325285831	-1.48678737721293	-3.12935747258156	
2015/06/25 15:39:24.684	-0.0753671020707014	-0.555697149717468	-1.48678737721293	-3.12935747258156	
2015/06/25 15:39:24.685	-0.0778913590778541	-0.556057757861347	-1.4820994713425	-3.1167361875458	
2015/06/25 15:39:24.685	-0.078612575365612	-0.56182748816341	-1.48354190391802	-3.0395660447557	
2015/06/25 15:39:24.686	-0.0800550079411278	-0.559303231156258	-1.47849338990371	-3.01540529911581	
2015/06/25 15:39:24.687	-0.0757277102145803	-0.560385055587894	-1.48173886319862	-2.99809610820962	
2015/06/25 15:39:24.688	-0.0811368323727646	-0.55497593342971	-1.47596913289656	-2.90433799080109	
2015/06/25 15:39:24.689	-0.0833004812360384	-0.557139582292984	-1.4752479166088	-2.8596225809601	
2015/06/25 15:39:24.690	-0.0807762242288857	-0.561466880019531	-1.47560852475268	-2.84123156562228	
2015/06/25 15:39:24.691	-0.0746458857829435	-0.560385055587894	-1.47560852475268	-2.84123156562228	
2015/06/25 15:39:24.692	-0.0681549391931223	-0.555697149717468	-1.47560852475268	-2.84123156562228	
2015/06/25 15:39:24.693	-0.0674337229053644	-0.552812284566436	-1.46370845600467	-2.78930399290371	
2015/06/25 15:39:24.694	-0.0663518984737275	-0.559663839300137	-1.46767514558734	-2.79507372320577	
2015/06/25 15:39:24.695	-0.0645488577543327	-0.553894108998073	-1.46551149672407	-2.89748643606739	
2015/06/25 15:39:24.696	-0.0692367636247592	-0.555336541573589	-1.46370845600467	-2.98222934987895	
2015/06/25 15:39:24.697	-0.0714004124880329	-0.555697149717468	-1.46659332115571	-3.01756894797909	
2015/06/25 15:39:24.698	-0.0681549391931223	-0.548845594983768	-1.46731453744346	-3.04894185649656	
2015/06/25 15:39:24.699	-0.0645488577543327	-0.558221406724621	-1.46731453744346	-3.04894185649656	
2015/06/25 15:39:24.700	-0.0710398043441539	-0.55497593342971	-1.46731453744346	-3.04894185649656	
2015/06/25 15:39:24.701	-0.070318588056396	-0.550648635703163	-1.46406906414855	-3.18669416745832	
2015/06/25 15:39:24.702	-0.0699579799125171	-0.552451676422557	-1.47056001073837	-3.20977308866657	
2015/06/25 15:39:24.703	-0.0670731147614854	-0.553172892710315	-1.47056001073837	-3.20977308866657	
2015/06/25 15:39:24.704	-0.0714004124880329	-0.551009243847042	-1.47056001073837	-3.20977308866657	
2015/06/25 15:39:24.705	-0.0659912903298486	-0.554254717141952	-1.47056001073837	-3.20977308866657	
2015/06/25 15:39:24.706	-0.0638276414665748	-0.550288027559284	-1.47056001073837	-3.20977308866657	
2015/06/25 15:39:24.707	-0.0732034532074277	-0.547763770552131	-1.47488730846492	-3.02153563756175	
2015/06/25 15:39:24.708	-0.0641882496104538	-0.553172892710315	-1.46479028043631	-2.9180411002685	
2015/06/25 15:39:24.709	-0.0656306821859696	-0.555336541573589	-1.46406906414855	-2.85998318910398	
2015/06/25 15:39:24.710	-0.0667125066176065	-0.550288027559284	-1.4683963618751	-2.82067690142118	
2015/06/25 15:39:24.711	-0.0656306821859696	-0.562548704451168	-1.46983879445062	-2.80877683267317	
2015/06/25 15:39:24.712	-0.0721216287757908	-0.5585820148685	-1.4701994025945	-2.79363129063026	
2015/06/25 15:39:24.713	-0.0742852776390645	-0.55497593342971	-1.47452670032104	-2.76442203097606	
2015/06/25 15:39:24.714	-0.0771701427900961	-0.558942623012379	-1.47560852475268	-2.79182824991086	
2015/06/25 15:39:24.715	-0.0753671020707014	-0.559663839300137	-1.47777217361595	-2.87080143342035	
2015/06/25 15:39:24.716	-0.0804156160850067	-0.560385055587894	-1.4752479166088	-2.89928947678679	
2015/06/25 15:39:24.717	-0.0764489265023382	-0.556418366005226	-1.47632974104044	-2.94580792734717	
2015/06/25 15:39:24.718	-0.078251967221733	-0.559663839300137	-1.47056001073837	-2.97032928113094	
2015/06/25 15:39:24.719	-0.0746458857829435	-0.547763770552131	-1.46983879445062	-3.1217847015601	
2015/06/25 15:39:24.720	-0.0732034532074277	-0.552451676422557	-1.46911757816286	-3.14630605534387	
2015/06/25 15:39:24.721	-0.0717610206319118	-0.554615325285831	-1.46911757816286	-3.14342119019284	
2015/06/25 15:39:24.722	-0.0750064939268224	-0.547042554264373	-1.46587210486795	-3.16794254397661	
2015/06/25 15:39:24.723	-0.0768095346462172	-0.551369851990921	-1.46875697001898	-3.19751241177468	
2015/06/25 15:39:24.724	-0.0735640613513066	-0.553533500854194	-1.46515088858019	-3.18272747787565	
2015/06/25 15:39:24.725	-0.0732034532074277	-0.542354648393947	-1.4633478478608	-3.16000916481127	
2015/06/25 15:39:24.726	-0.070318588056396	-0.531897012221457	-1.4615448071414	-3.04425395062613	
2015/06/25 15:39:24.726	-0.0634670333226959	-0.536945526235762	-1.45938115827813	-3.00134158150453	
2015/06/25 15:39:24.727	-0.0652700740420907	-0.526127281919394	-1.45721750941485	-2.92200778985116	
2015/06/25 15:39:24.728	-0.0681549391931223	-0.536224309948005	-1.45361142797606	-2.88702879989491	
2015/06/25 15:39:24.729	-0.0652700740420907	-0.530093971502062	-1.45361142797606	-2.88702879989491	
2015/06/25 15:39:24.730	-0.0634670333226959	-0.525766673775515	-1.45361142797606	-2.88702879989491	
2015/06/25 15:39:24.731	-0.0573366948767537	-0.516030253890783	-1.45361142797606	-2.88702879989491	
2015/06/25 15:39:24.732	-0.0634670333226959	-0.515309037603025	-1.45361142797606	-2.88702879989491	
2015/06/25 15:39:24.733	-0.0602215600277853	-0.51350599688363	-1.46046298270976	-2.77415845086079	
2015/06/25 15:39:24.734	-0.0613033844594222	-0.509178699157083	-1.45325081983218	-2.7792069648751	
2015/06/25 15:39:24.735	-0.0537306134379641	-0.505212009574414	-1.45361142797606	-2.93030177716038	
2015/06/25 15:39:24.736	-0.0598609518839064	-0.496196805977441	-1.45072656282503	-2.96023225310233	
2015/06/25 15:39:24.737	-0.0526487890063273	-0.498360454840714	-1.45361142797606	-2.95518373908803	
2015/06/25 15:39:24.738	-0.0508457482869325	-0.494033157114167	-1.45180838725667	-3.0482206402088	
2015/06/25 15:39:24.739	-0.0526487890063273	-0.488984643099862	-1.45180838725667	-3.0482206402088	
2015/06/25 15:39:24.740	-0.0558942623012379	-0.486820994236588	-1.44892352210564	-3.15135456935818	
2015/06/25 15:39:24.741	-0.0490427075675377	-0.490066467531498	-1.44856291396176	-3.14450301462448	
2015/06/25 15:39:24.742	-0.0501245319991746	-0.478887615071251	-1.45036595468115	-3.18344869416341	
2015/06/25 15:39:24.743	-0.0497639238552956	-0.478527006927372	-1.45072656282503	-3.20328214207675	
2015/06/25 15:39:24.744	-0.0490427075675377	-0.474920925488582	-1.45072656282503	-3.20328214207675	
2015/06/25 15:39:24.745	-0.0494033157114167	-0.470233019618156	-1.45072656282503	-3.20328214207675	
2015/06/25 15:39:24.746	-0.0432729772654745	-0.465905721891609	-1.45072656282503	-3.20328214207675	
2015/06/25 15:39:24.747	-0.0421911528338376	-0.463020856740577	-1.45072656282503	-3.20328214207675	
2015/06/25 15:39:24.748	-0.0443548016971113	-0.462299640452819	-1.44964473839339	-2.8733256904275	
2015/06/25 15:39:24.749	-0.0403881121144428	-0.464463289316093	-1.45613568498322	-2.82320115842833	
2015/06/25 15:39:24.750	-0.0421911528338376	-0.452563220568087	-1.45793872570261	-2.81130108968032	
2015/06/25 15:39:24.751	-0.0357002062440164	-0.450038963560935	-1.45541446869546	-2.80841622452929	
2015/06/25 15:39:24.752	-0.0385850713950481	-0.452202612424208	-1.45433264426382	-2.77884635673122	
2015/06/25 15:39:24.753	-0.0382244632511691	-0.45148139613645	-1.45721750941485	-2.76947054499037	
2015/06/25 15:39:24.754	-0.0400275039705639	-0.44138436810784	-1.45721750941485	-2.76947054499037	
2015/06/25 15:39:24.755	-0.0328153410929848	-0.43777828666905	-1.45721750941485	-2.76947054499037	
2015/06/25 15:39:24.756	-0.0331759492368638	-0.439220719244566	-1.4564962931271	-2.92345022242668	
2015/06/25 15:39:24.757	-0.0299304759419532	-0.442105584395598	-1.46082359085364	-2.94075941333287	
2015/06/25 15:39:24.758	-0.0328153410929848	-0.443908625114992	-1.46082359085364	-3.03307509816588	
2015/06/25 15:39:24.759	-0.0324547329491059	-0.438860111100687	-1.46479028043631	-3.10663915951719	
2015/06/25 15:39:24.760	-0.0364214225317744	-0.437057070381292	-1.45793872570261	-3.14017571689793	
2015/06/25 15:39:24.761	-0.0302910840858321	-0.436696462237413	-1.45793872570261	-3.14017571689793	
2015/06/25 15:39:24.762	-0.0317335166613479	-0.430566123791471	-1.45793872570261	-3.14017571689793	
2015/06/25 15:39:24.763	-0.03101230037359	-0.437417678525171	-1.45721750941485	-3.18849720817771	
2015/06/25 15:39:24.764	-0.0331759492368638	-0.431287340079229	-1.45865994199037	-3.18453051859504	
2015/06/25 15:39:24.765	-0.0284880433664374	-0.428041866784318	-1.45685690127097	-3.09690273963246	
2015/06/25 15:39:24.766	-0.0212758804888583	-0.432008556366987	-1.45865994199037	-3.03343570630976	
2015/06/25 15:39:24.767	-0.0245213537837689	-0.422993352770013	-1.447841697674	-3.00963556881375	
2015/06/25 15:39:24.768	-0.0216364886327372	-0.43092673193535	-1.45433264426382	-2.9299411690165	
2015/06/25 15:39:24.768	-0.0140637176112792	-0.427681258640439	-1.4564962931271	-2.89460157091636	
2015/06/25 15:39:24.769	-0.0194728397694635	-0.424796393489408	-1.45252960354443	-2.82500419914773	
2015/06/25 15:39:24.770	-0.0176697990500687	-0.420829703906739	-1.45252960354443	-2.82500419914773	
2015/06/25 15:39:24.771	-0.0198334479133425	-0.419747879475102	-1.45325081983218	-2.80625257566602	
2015/06/25 15:39:24.772	-0.0205546642011004	-0.428402474928197	-1.45180838725667	-2.79940102093232	
2015/06/25 15:39:24.773	-0.015866758330674	-0.423714569057771	-1.45180838725667	-2.79940102093232	
2015/06/25 15:39:24.774	-0.0093758117408528	-0.418666055043466	-1.45541446869546	-2.82500419914773	
2015/06/25 15:39:24.775	-0.00757277102145803	-0.421190312050618	-1.45793872570261	-2.94328367034002	
2015/06/25 15:39:24.776	-0.0122606768918844	-0.42407517720165	-1.45793872570261	-2.94328367034002	
2015/06/25 15:39:24.777	-0.0198334479133425	-0.430205515647592	-1.45938115827813	-2.98078691730343	
2015/06/25 15:39:24.778	-0.0198334479133425	-0.429844907503713	-1.46046298270976	-3.06048131710068	
2015/06/25 15:39:24.779	-0.0230789212082531	-0.437057070381292	-1.46623271301183	-3.14017571689793	
2015/06/25 15:39:24.780	-0.0147849338990371	-0.442826800683355	-1.46623271301183	-3.14017571689793	
2015/06/25 15:39:24.781	-0.0147849338990371	-0.445351057690508	-1.46659332115571	-3.17587592314195	
2015/06/25 15:39:24.782	-0.0137031094674003	-0.450038963560935	-1.46659332115571	-3.17587592314195	
2015/06/25 15:39:24.783	-0.0180304071939477	-0.459054167157908	-1.46659332115571	-3.17587592314195	
2015/06/25 15:39:24.784	-0.023800137496011	-0.457611734582393	-1.46659332115571	-3.17587592314195	
2015/06/25 15:39:24.785	-0.0270456107909215	-0.469511803330398	-1.46659332115571	-3.17587592314195	
2015/06/25 15:39:24.786	-0.0216364886327372	-0.467348154467124	-1.47344487588941	-3.05182672164759	
2015/06/25 15:39:24.787	-0.0302910840858321	-0.473839101056945	-1.48065703876698	-3.04605699134552	
2015/06/25 15:39:24.788	-0.0292092596541953	-0.478527006927372	-1.47128122702613	-2.96347772639724	
2015/06/25 15:39:24.789	-0.0259637863592847	-0.482133088366161	-1.46659332115571	-2.85204980993865	
2015/06/25 15:39:24.790	-0.0209152723449793	-0.474920925488582	-1.46190541528528	-2.84844372849986	
2015/06/25 15:39:24.791	-0.0281274352225584	-0.479969439502888	-1.46803575373122	-2.83005271316203	
2015/06/25 15:39:24.792	-0.0263243945031636	-0.483575520941677	-1.46190541528528	-2.8322163620253	
2015/06/25 15:39:24.793	-0.0284880433664374	-0.485739169804951	-1.47128122702613	-2.80444953494662	
2015/06/25 15:39:24.794	-0.0302910840858321	-0.488984643099862	-1.46695392929958	-2.78894338475983	
2015/06/25 15:39:24.795	-0.0328153410929848	-0.496196805977441	-1.47344487588941	-2.81562838740687	
2015/06/25 15:39:24.796	-0.0411093284022008	-0.503048360711141	-1.4839025120619	-2.95626556351966	
2015/06/25 15:39:24.797	-0.0429123691215955	-0.50665444214993	-1.48534494463741	-2.97609901143301	
2015/06/25 15:39:24.798	-0.0382244632511691	-0.504851401430536	-1.48173886319862	-3.04353273433837	
2015/06/25 15:39:24.799	-0.0385850713950481	-0.505572617718293	-1.4770509573282	-3.09257544190591	
2015/06/25 15:39:24.800	-0.0411093284022008	-0.509539307300962	-1.47849338990371	-3.13981510875405	
2015/06/25 15:39:24.801	-0.046879058704264	-0.514587821315267	-1.47849338990371	-3.17082740912764	
2015/06/25 15:39:24.802	-0.0479608831359009	-0.51350599688363	-1.47957521433535	-3.16686071954497	
2015/06/25 15:39:24.803	-0.0436335854093534	-0.517833294610178	-1.47596913289656	-3.20147910135735	
2015/06/25 15:39:24.804	-0.0421911528338376	-0.524324241199999	-1.47344487588941	-3.18489112673892	
